,Content ID,Type of Content,Category,Type of Reaction,Datetime,Sentiment,Score
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,2020-08-31 00:21:56,positive,65.0
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,heart,2021-06-16 03:02:28,positive,60.0
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,indifferent,2020-07-07 10:52:30,neutral,20.0
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,2020-08-20 07:59:11,neutral,35.0
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,2020-09-23 11:15:19,positive,65.0
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,2021-03-24 05:56:19,positive,50.0
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-12-07 19:13:23,negative,5.0
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,2020-08-03 16:41:04,positive,75.0
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2021-01-10 15:36:01,positive,72.0
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,2020-09-20 08:48:13,negative,15.0
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,cherish,2020-07-20 14:06:31,positive,70.0
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-10-24 12:15:34,positive,72.0
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-06-06 01:27:19,positive,30.0
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2020-12-25 00:09:41,positive,60.0
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,2021-06-14 07:56:56,positive,50.0
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,2021-06-05 18:00:42,positive,50.0
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-11-18 23:37:37,negative,5.0
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-05-09 02:42:43,positive,30.0
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2021-05-11 08:38:47,negative,10.0
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,2020-11-12 08:00:05,neutral,35.0
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2020-06-21 16:57:09,positive,60.0
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,2021-03-04 23:58:54,positive,75.0
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,2020-07-09 16:47:07,positive,70.0
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-08-01 19:16:01,negative,5.0
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2020-11-23 22:46:17,negative,10.0
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,2020-12-11 14:08:51,negative,15.0
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2021-04-23 23:41:18,negative,10.0
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,2020-11-13 00:33:42,positive,70.0
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-06-09 10:13:56,positive,30.0
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,2020-10-29 19:41:49,positive,65.0
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2021-05-14 12:47:27,positive,60.0
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,2020-08-04 05:40:33,negative,0.0
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-08-07 04:09:29,positive,72.0
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-10-23 21:19:27,positive,72.0
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-11-14 23:53:51,positive,72.0
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,worried,2020-08-04 19:26:08,negative,12.0
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2020-11-12 04:54:46,positive,30.0
91,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,2021-04-03 12:17:12,negative,12.0
92,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,2020-09-27 22:15:54,positive,70.0
93,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,2020-10-27 05:45:15,positive,60.0
94,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,2020-10-15 09:11:23,negative,15.0
95,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,2021-05-07 09:16:35,positive,60.0
96,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,2020-09-16 08:39:40,negative,5.0
97,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,2020-10-29 15:38:26,neutral,20.0
98,01ab84dd-6364-4236-abbb-3f237db77180,video,food,scared,2021-05-24 18:03:26,negative,15.0
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,2021-02-25 20:02:53,positive,30.0
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,hate,2021-05-02 03:45:03,negative,5.0
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,want,2021-01-28 08:49:29,positive,70.0
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2021-02-15 13:06:04,neutral,35.0
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2020-11-04 21:25:52,negative,10.0
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,love,2020-06-23 22:12:03,positive,65.0
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,2021-02-16 04:01:15,positive,70.0
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,2021-01-03 08:44:25,positive,30.0
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2020-11-25 12:45:41,positive,72.0
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,2020-12-03 16:47:33,positive,50.0
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,2021-05-22 21:03:24,positive,50.0
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,2021-01-18 13:39:54,positive,70.0
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,2021-01-06 00:35:24,neutral,20.0
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2021-05-14 14:33:17,positive,72.0
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,worried,2021-05-27 15:21:54,negative,12.0
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2020-07-21 02:12:26,neutral,35.0
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2021-05-26 06:09:46,negative,10.0
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2021-02-25 03:16:57,negative,10.0
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,intrigued,2020-12-07 22:50:16,positive,45.0
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,2020-10-24 14:06:32,neutral,20.0
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2020-09-01 21:18:45,neutral,35.0
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2021-05-10 22:07:25,positive,72.0
121,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,2021-02-12 16:37:36,positive,70.0
122,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-04-28 15:22:49,positive,60.0
123,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,2021-01-24 00:38:50,positive,45.0
124,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2021-03-18 01:53:44,negative,12.0
125,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-01-14 07:21:32,negative,0.0
126,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-12-23 04:11:42,positive,60.0
127,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2021-05-21 07:23:46,negative,5.0
128,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,2021-03-28 23:25:16,positive,50.0
129,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,peeking,2020-09-16 07:33:24,neutral,35.0
130,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,2020-11-08 10:53:19,neutral,20.0
131,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-03-06 05:23:29,positive,60.0
132,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-01-13 23:35:56,negative,0.0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2020-09-06 22:35:47,positive,70.0
134,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-06-24 09:31:00,positive,30.0
135,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2021-02-07 21:39:16,negative,5.0
136,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,2021-01-21 18:28:01,positive,45.0
137,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,2021-02-27 00:21:50,negative,10.0
138,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2020-08-22 12:06:49,negative,12.0
139,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,2020-08-03 06:29:58,positive,70.0
140,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2020-08-02 06:20:43,negative,15.0
141,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2021-06-04 04:57:36,positive,70.0
142,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,super love,2020-10-21 09:07:21,positive,75.0
143,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,2020-12-26 19:46:34,negative,10.0
144,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2021-03-02 22:47:19,negative,15.0
145,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,2021-03-31 09:48:00,neutral,20.0
146,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2021-06-14 13:44:48,positive,30.0
147,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2020-12-27 17:04:31,negative,15.0
148,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2021-02-11 03:51:01,negative,15.0
149,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-12-07 19:07:35,positive,30.0
150,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-12-28 08:31:27,positive,30.0
151,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-10-26 05:27:32,positive,30.0
152,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2020-09-26 18:43:58,negative,12.0
153,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2020-11-25 13:01:22,negative,15.0
154,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-07-11 05:51:54,positive,60.0
155,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-03-19 16:23:19,positive,60.0
156,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-10-11 18:31:06,positive,30.0
157,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-11-02 20:15:03,positive,60.0
158,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2020-10-01 03:35:13,positive,70.0
159,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-02-11 20:10:20,negative,0.0
160,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2021-02-07 15:59:10,positive,70.0
161,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2020-10-17 11:46:24,negative,5.0
162,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,2020-08-09 19:41:24,positive,50.0
163,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,love,2021-02-01 02:40:09,positive,65.0
164,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,adore,2021-01-30 09:36:48,positive,72.0
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,2021-03-31 15:24:36,positive,70.0
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,2021-02-05 17:00:19,positive,75.0
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,2021-02-19 16:29:59,positive,60.0
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,2020-07-25 00:00:21,negative,12.0
169,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,2020-07-13 02:38:53,positive,72.0
170,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,indifferent,2021-01-13 13:11:03,neutral,20.0
171,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,worried,2021-01-02 16:46:38,negative,12.0
172,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,intrigued,2020-11-26 02:25:57,positive,45.0
173,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,want,2020-08-25 19:18:58,positive,70.0
174,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,hate,2021-02-01 00:15:07,negative,5.0
175,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,2021-06-04 14:36:48,positive,65.0
176,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,2020-08-19 13:38:44,positive,72.0
177,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,cherish,2021-04-22 02:08:07,positive,70.0
178,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,super love,2020-06-26 10:33:08,positive,75.0
179,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,like,2020-08-15 18:16:38,positive,50.0
180,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,2020-11-26 13:42:17,positive,65.0
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2021-04-14 00:56:54,positive,70.0
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2020-07-21 21:27:18,neutral,20.0
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,2021-03-29 06:57:35,negative,10.0
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2021-05-20 16:11:03,positive,70.0
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2020-11-02 06:09:02,positive,50.0
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2020-10-24 15:37:55,neutral,20.0
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-09-07 14:42:05,positive,60.0
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-03-04 02:46:37,negative,15.0
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2021-01-07 14:08:59,positive,72.0
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,peeking,2020-07-06 11:18:23,neutral,35.0
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2021-03-27 04:56:15,positive,50.0
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2020-11-21 21:25:27,positive,45.0
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,2020-08-22 01:25:23,positive,70.0
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,peeking,2021-06-14 11:45:51,neutral,35.0
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,2020-07-15 19:28:53,negative,12.0
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2021-03-21 14:39:14,positive,45.0
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,super love,2021-04-07 03:15:32,positive,75.0
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,2021-04-24 06:56:18,positive,70.0
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-09-30 14:05:52,positive,60.0
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-07-19 19:28:53,positive,60.0
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-21 07:08:24,negative,15.0
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-31 13:48:15,negative,15.0
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,2020-12-24 03:24:57,negative,5.0
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,2021-05-27 01:44:22,negative,0.0
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,2021-02-13 04:14:45,negative,0.0
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-07-14 04:36:58,positive,72.0
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,2020-07-15 16:03:17,negative,10.0
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2020-10-08 17:23:39,positive,50.0
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-11-12 23:55:59,positive,60.0
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2021-02-21 05:01:29,positive,70.0
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2020-07-09 08:58:04,positive,45.0
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-06-26 23:45:10,positive,72.0
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,2020-11-20 13:18:45,negative,12.0
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2021-05-29 21:34:57,positive,50.0
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2021-02-22 02:48:34,neutral,20.0
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-07 18:39:43,negative,15.0
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-10-01 15:10:15,positive,72.0
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,2020-11-21 08:24:23,negative,5.0
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-04-15 13:50:58,negative,15.0
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,love,2020-06-30 01:14:13,positive,65.0
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2020-12-01 15:06:19,positive,70.0
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2020-11-07 00:47:34,negative,15.0
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,super love,2020-06-30 13:08:43,positive,75.0
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,heart,2020-08-04 03:09:30,positive,60.0
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-07-28 07:01:21,positive,45.0
226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,super love,2020-10-25 02:39:21,positive,75.0
227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,worried,2020-07-05 03:37:53,negative,12.0
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,cherish,2021-04-28 15:16:13,positive,70.0
229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,indifferent,2021-01-31 00:54:10,neutral,20.0
230,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,adore,2020-08-29 11:37:51,positive,72.0
231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-10-15 12:09:51,positive,45.0
232,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,2020-08-02 21:20:42,positive,65.0
